IMG\center_2025_03_12_10_11_17_990.jpg,IMG\left_2025_03_12_10_11_17_990.jpg,IMG\right_2025_03_12_10_11_17_990.jpg,0,0,0,7.89E-05
IMG\center_2025_03_12_10_11_18_058.jpg,IMG\left_2025_03_12_10_11_18_058.jpg,IMG\right_2025_03_12_10_11_18_058.jpg,0,0,0,9.66E-05
IMG\center_2025_03_12_10_11_18_135.jpg,IMG\left_2025_03_12_10_11_18_135.jpg,IMG\right_2025_03_12_10_11_18_135.jpg,0,0,0,0.000116998
IMG\center_2025_03_12_10_11_18_204.jpg,IMG\left_2025_03_12_10_11_18_204.jpg,IMG\right_2025_03_12_10_11_18_204.jpg,0,0,0,0.000145507
IMG\center_2025_03_12_10_11_18_281.jpg,IMG\left_2025_03_12_10_11_18_281.jpg,IMG\right_2025_03_12_10_11_18_281.jpg,0,0,0,0.000162839
IMG\center_2025_03_12_10_11_18_359.jpg,IMG\left_2025_03_12_10_11_18_359.jpg,IMG\right_2025_03_12_10_11_18_359.jpg,0,0,0,0.000178175
IMG\center_2025_03_12_10_11_18_436.jpg,IMG\left_2025_03_12_10_11_18_436.jpg,IMG\right_2025_03_12_10_11_18_436.jpg,0,0,0,0.000186861
IMG\center_2025_03_12_10_11_18_503.jpg,IMG\left_2025_03_12_10_11_18_503.jpg,IMG\right_2025_03_12_10_11_18_503.jpg,0,0,0,0.000275445
IMG\center_2025_03_12_10_11_18_572.jpg,IMG\left_2025_03_12_10_11_18_572.jpg,IMG\right_2025_03_12_10_11_18_572.jpg,0,0,0,4.74E-05
IMG\center_2025_03_12_10_11_18_640.jpg,IMG\left_2025_03_12_10_11_18_640.jpg,IMG\right_2025_03_12_10_11_18_640.jpg,0,0,0,5.02E-05
IMG\center_2025_03_12_10_11_18_718.jpg,IMG\left_2025_03_12_10_11_18_718.jpg,IMG\right_2025_03_12_10_11_18_718.jpg,0,0,0,6.40E-05
IMG\center_2025_03_12_10_11_18_794.jpg,IMG\left_2025_03_12_10_11_18_794.jpg,IMG\right_2025_03_12_10_11_18_794.jpg,0,0,0,6.93E-05
IMG\center_2025_03_12_10_11_18_862.jpg,IMG\left_2025_03_12_10_11_18_862.jpg,IMG\right_2025_03_12_10_11_18_862.jpg,0,0,0,8.56E-05
IMG\center_2025_03_12_10_11_18_939.jpg,IMG\left_2025_03_12_10_11_18_939.jpg,IMG\right_2025_03_12_10_11_18_939.jpg,0,0,0,2.68E-05
IMG\center_2025_03_12_10_11_19_006.jpg,IMG\left_2025_03_12_10_11_19_006.jpg,IMG\right_2025_03_12_10_11_19_006.jpg,0,0,0,0.000119227
IMG\center_2025_03_12_10_11_19_083.jpg,IMG\left_2025_03_12_10_11_19_083.jpg,IMG\right_2025_03_12_10_11_19_083.jpg,0,0,0,0.000132933
IMG\center_2025_03_12_10_11_19_161.jpg,IMG\left_2025_03_12_10_11_19_161.jpg,IMG\right_2025_03_12_10_11_19_161.jpg,0,0,0,0.00022455
IMG\center_2025_03_12_10_11_19_237.jpg,IMG\left_2025_03_12_10_11_19_237.jpg,IMG\right_2025_03_12_10_11_19_237.jpg,0,0,0,4.50E-05
IMG\center_2025_03_12_10_11_19_305.jpg,IMG\left_2025_03_12_10_11_19_305.jpg,IMG\right_2025_03_12_10_11_19_305.jpg,0,0,0,3.81E-05
IMG\center_2025_03_12_10_11_19_372.jpg,IMG\left_2025_03_12_10_11_19_372.jpg,IMG\right_2025_03_12_10_11_19_372.jpg,0,0,0,3.13E-05
IMG\center_2025_03_12_10_11_19_449.jpg,IMG\left_2025_03_12_10_11_19_449.jpg,IMG\right_2025_03_12_10_11_19_449.jpg,0,0,0,2.21E-05
IMG\center_2025_03_12_10_11_19_527.jpg,IMG\left_2025_03_12_10_11_19_527.jpg,IMG\right_2025_03_12_10_11_19_527.jpg,0,0,0,7.05E-05
IMG\center_2025_03_12_10_11_19_603.jpg,IMG\left_2025_03_12_10_11_19_603.jpg,IMG\right_2025_03_12_10_11_19_603.jpg,0,0,0,8.44E-05
IMG\center_2025_03_12_10_11_19_680.jpg,IMG\left_2025_03_12_10_11_19_680.jpg,IMG\right_2025_03_12_10_11_19_680.jpg,0,0,0,0.00010572
IMG\center_2025_03_12_10_11_19_758.jpg,IMG\left_2025_03_12_10_11_19_758.jpg,IMG\right_2025_03_12_10_11_19_758.jpg,0,0,0,0.000121688
IMG\center_2025_03_12_10_11_19_825.jpg,IMG\left_2025_03_12_10_11_19_825.jpg,IMG\right_2025_03_12_10_11_19_825.jpg,0,0,0,0.000184964
IMG\center_2025_03_12_10_11_19_901.jpg,IMG\left_2025_03_12_10_11_19_901.jpg,IMG\right_2025_03_12_10_11_19_901.jpg,0,0,0,0.000239785
IMG\center_2025_03_12_10_11_19_977.jpg,IMG\left_2025_03_12_10_11_19_977.jpg,IMG\right_2025_03_12_10_11_19_977.jpg,0,0,0,2.17E-05
IMG\center_2025_03_12_10_11_20_045.jpg,IMG\left_2025_03_12_10_11_20_045.jpg,IMG\right_2025_03_12_10_11_20_045.jpg,0,0,0,5.50E-05
IMG\center_2025_03_12_10_11_20_111.jpg,IMG\left_2025_03_12_10_11_20_111.jpg,IMG\right_2025_03_12_10_11_20_111.jpg,0,0.0364728,0,0.02570291
IMG\center_2025_03_12_10_11_20_178.jpg,IMG\left_2025_03_12_10_11_20_178.jpg,IMG\right_2025_03_12_10_11_20_178.jpg,0,0.2407134,0,0.1266983
IMG\center_2025_03_12_10_11_20_249.jpg,IMG\left_2025_03_12_10_11_20_249.jpg,IMG\right_2025_03_12_10_11_20_249.jpg,0,0.2644044,0,0.4088277
IMG\center_2025_03_12_10_11_20_316.jpg,IMG\left_2025_03_12_10_11_20_316.jpg,IMG\right_2025_03_12_10_11_20_316.jpg,0,0.09025171,0,0.5622653
IMG\center_2025_03_12_10_11_20_394.jpg,IMG\left_2025_03_12_10_11_20_394.jpg,IMG\right_2025_03_12_10_11_20_394.jpg,0,0,0,0.5457643
IMG\center_2025_03_12_10_11_20_463.jpg,IMG\left_2025_03_12_10_11_20_463.jpg,IMG\right_2025_03_12_10_11_20_463.jpg,0,0.1023648,0,0.5810359
IMG\center_2025_03_12_10_11_20_531.jpg,IMG\left_2025_03_12_10_11_20_531.jpg,IMG\right_2025_03_12_10_11_20_531.jpg,0,0.3036915,0,0.7299773
IMG\center_2025_03_12_10_11_20_609.jpg,IMG\left_2025_03_12_10_11_20_609.jpg,IMG\right_2025_03_12_10_11_20_609.jpg,0,0.5391288,0,1.119126
IMG\center_2025_03_12_10_11_20_684.jpg,IMG\left_2025_03_12_10_11_20_684.jpg,IMG\right_2025_03_12_10_11_20_684.jpg,0,0.7658679,0,1.79777
IMG\center_2025_03_12_10_11_20_752.jpg,IMG\left_2025_03_12_10_11_20_752.jpg,IMG\right_2025_03_12_10_11_20_752.jpg,0,0.9358281,0,2.419969
IMG\center_2025_03_12_10_11_20_821.jpg,IMG\left_2025_03_12_10_11_20_821.jpg,IMG\right_2025_03_12_10_11_20_821.jpg,0,1,0,3.360118
